Week,AwayTeamName,AwayTeamID,HomeTeamName,HomeTeamID,PointSpread,OverUnder,DateTimeUTC,NeutralVenue,Conference_away,Conference_home
3,Vanderbilt Commodores,273,UNLV Rebels,218,,,2023-09-14T23:00:00,False,SEC - East,Mountain West
3,UL Monroe Warhawks,326,Texas A&M Aggies,270,,,2023-09-14T20:00:00,False,Sun Belt - West,SEC - West
3,Syracuse Orange,30,Purdue Boilermakers,94,,,2023-09-14T23:30:00,False,Atlantic Coast,Big Ten - West
3,Army Black Knights,263,UTSA Roadrunners,147,,,2023-09-13T23:00:00,False,FBS Independents,American Athletic
3,Georgia Southern Eagles,329,Wisconsin Badgers,96,,,2023-09-14T16:00:00,False,Sun Belt - East,Big Ten - West
3,LSU Tigers,269,Mississippi State Bulldogs,278,,,2023-09-14T16:00:00,False,SEC - West,SEC - West
3,Penn State Nittany Lions,101,Illinois Fighting Illini,102,,,2023-09-14T16:00:00,False,Big Ten - East,Big Ten - West
3,Florida International Panthers,140,UConn Huskies,3,,,2023-09-14T19:30:00,False,Conference USA,FBS Independents
3,Tennessee Volunteers,277,Florida Gators,271,4.3,,2023-09-14T23:00:00,False,SEC - East,SEC - East
3,Alabama Crimson Tide,275,South Florida Bulls,11,,,2023-09-14T19:30:00,False,SEC - West,American Athletic
3,South Carolina Gamecocks,267,Georgia Bulldogs,272,,,2023-09-14T19:30:00,False,SEC - East,SEC - East
3,BYU Cougars,336,Arkansas Razorbacks,276,,,2023-09-14T23:30:00,False,Big 12,SEC - West
3,Akron Zips,177,Kentucky Wildcats,268,,,2023-09-14T23:30:00,False,Mid-American - East,SEC - East
3,Indiana Hoosiers,93,Louisville Cardinals,24,,,2023-09-14T16:00:00,True,Big Ten - East,Atlantic Coast
3,San Diego State Aztecs,212,Oregon State Beavers,252,,,2023-09-14T19:30:00,False,Mountain West,Pac-12
3,Sacramento State Hornets,77,Stanford Cardinal,254,,,2023-09-15T00:00:00,False,,Pac-12
3,Hawaii Rainbow Warriors,115,Oregon Ducks,245,,,2023-09-15T00:00:00,False,Mountain West,Pac-12
3,Idaho Vandals,73,California Golden Bears,251,,,2023-09-14T20:00:00,False,,Pac-12
3,Weber State Wildcats,69,Utah Utes,248,,,2023-09-14T18:00:00,False,,Pac-12
3,North Carolina Central Eagles,197,UCLA Bruins,253,,,2023-09-14T21:00:00,False,,Pac-12
3,Northern Colorado Bears,75,Washington State Cougars,256,,,2023-09-14T21:00:00,False,,Pac-12
3,Colorado State Rams,217,Colorado Buffaloes,250,,,2023-09-15T02:00:00,False,Mountain West,Pac-12
3,Fresno State Bulldogs,213,Arizona State Sun Devils,255,,,2023-09-15T02:30:00,False,Mountain West,Pac-12
3,Central Michigan Chippewas,185,Notre Dame Fighting Irish,25,,,2023-09-14T18:30:00,False,Mid-American - West,FBS Independents
3,Florida State Seminoles,29,Boston College Eagles,35,,,2023-09-14T16:00:00,False,Atlantic Coast,Atlantic Coast
3,VMI Keydets,290,NC State Wolfpack,33,,,2023-09-14T18:00:00,False,,Atlantic Coast
3,Florida Atlantic Owls,145,Clemson Tigers,27,,,2023-09-15T00:00:00,False,American Athletic,Atlantic Coast
3,Bethune-Cookman Wildcats,192,Miami Hurricanes,23,,,2023-09-12T23:30:00,False,,Atlantic Coast
3,Pittsburgh Panthers,28,West Virginia Mountaineers,107,0.6,,2023-09-14T23:30:00,False,Atlantic Coast,Big 12
3,Wake Forest Demon Deacons,34,Old Dominion Monarchs,138,,,2023-09-14T16:00:00,False,Atlantic Coast,Sun Belt - East
3,Iowa State Cyclones,110,Ohio Bobcats,180,,,2023-09-14T16:00:00,False,Big 12,Mid-American - East
3,South Alabama Jaguars,330,Oklahoma State Cowboys,113,,,2023-09-14T23:00:00,False,Sun Belt - West,Big 12
3,Oklahoma Sooners,105,Tulsa Golden Hurricane,5,,,2023-09-14T19:30:00,False,Big 12,American Athletic
3,Villanova Wildcats,58,UCF Knights,8,,,2023-09-14T22:30:00,False,,Big 12
3,Miami (OH) RedHawks,182,Cincinnati Bearcats,4,,,2023-09-14T23:00:00,False,Mid-American - East,Big 12
3,Long Island University Sharks,229,Baylor Bears,108,,,2023-09-14T16:00:00,False,,Big 12
3,Kansas Jayhawks,106,Nevada Wolf Pack,216,,,2023-09-15T02:30:00,False,Big 12,Mountain West
3,TCU Horned Frogs,114,Houston Cougars,6,,,2023-09-15T00:00:00,False,Big 12,Big 12
3,Wyoming Cowboys,219,Texas Longhorns,109,,,2023-09-15T00:00:00,False,Mountain West,Big 12
3,Tarleton Texans,1024,Texas Tech Red Raiders,111,,,2023-09-14T23:00:00,False,,Big 12
3,UMass Minutemen,55,Eastern Michigan Eagles,187,,,2023-09-14T18:00:00,False,FBS Independents,Mid-American - West
3,East Carolina Pirates,9,Appalachian State Mountaineers,331,,,2023-09-14T19:30:00,False,American Athletic,Sun Belt - East
3,Norfolk State Spartans,191,Temple Owls,2,,,2023-09-14T18:00:00,False,,American Athletic
3,Navy Midshipmen,258,Memphis Tigers,7,,,2023-09-12T23:30:00,False,American Athletic,American Athletic
3,Georgia State Panthers,328,Charlotte 49ers,142,,,2023-09-14T22:00:00,False,Sun Belt - East,American Athletic
3,Prairie View A&M Panthers,313,SMU Mustangs,1,,,2023-09-14T23:00:00,False,,American Athletic
3,Tulane Green Wave,10,Southern Miss Golden Eagles,143,,,2023-09-14T20:00:00,False,American Athletic,Sun Belt - West
3,Louisiana Ragin Cajuns,324,UAB Blazers,134,,,2023-09-14T23:00:00,False,Sun Belt - West,American Athletic
3,Texas Southern Tigers,304,Rice Owls,146,,,2023-09-14T23:00:00,False,,American Athletic
3,Stony Brook Seawolves,12,Arkansas State Red Wolves,327,,,2023-09-14T23:00:00,False,,Sun Belt - West
3,James Madison Dukes,126,Troy Trojans,333,,,2023-09-14T23:00:00,False,Sun Belt - East,Sun Belt - West
3,Duquesne Dukes,51,Coastal Carolina Chanticleers,81,,,2023-09-14T23:00:00,False,,Sun Belt - East
3,Jackson State Tigers,306,Texas State Bobcats,332,,,2023-09-14T23:00:00,False,,Sun Belt - West
3,Indiana State Sycamores,207,Ball State Cardinals,184,,,2023-09-14T18:00:00,False,,Mid-American - West
3,Central Connecticut Blue Devils,232,Kent State Golden Flashes,178,,,2023-09-14T16:00:00,False,,Mid-American - East
3,San Jose State Spartans,222,Toledo Rockets,183,,,2023-09-14T23:00:00,False,Mountain West,Mid-American - West
3,Utah State Aggies,220,Air Force Falcons,221,,,2023-09-14T00:00:00,False,Mountain West,Mountain West
3,North Dakota Fighting Hawks,71,Boise State Broncos,215,,,2023-09-14T16:00:00,False,,Mountain West
4,Maryland Terrapins,92,Michigan State Spartans,97,,,2023-09-24T19:30:00,False,Big Ten - East,Big Ten - East
4,Rutgers Scarlet Knights,103,Michigan Wolverines,95,,,2023-09-24T16:00:00,False,Big Ten - East,Big Ten - East
4,Louisiana Tech Bulldogs,137,Nebraska Cornhuskers,99,,,,False,Conference USA,Big Ten - West
4,Army Black Knights,263,Syracuse Orange,30,,,,False,FBS Independents,Atlantic Coast
4,Iowa Hawkeyes,91,Penn State Nittany Lions,101,,,2023-09-24T23:30:00,False,Big Ten - West,Big Ten - East
4,Missouri Tigers,280,Memphis Tigers,7,,,,True,SEC - East,American Athletic
4,Kentucky Wildcats,268,Vanderbilt Commodores,273,,,,False,SEC - East,SEC - East
4,Colorado State Rams,217,Middle Tennessee Blue Raiders,135,,,2023-09-24T23:00:00,False,Mountain West,Conference USA
4,Auburn Tigers,279,Texas A&M Aggies,270,,,,False,SEC - West,SEC - West
4,Sam Houston Bearkats,295,Houston Cougars,6,,,2023-09-24T23:00:00,False,Conference USA,Big 12
4,Wisconsin Badgers,96,Purdue Boilermakers,94,,,2023-09-23T23:00:00,False,Big Ten - West,Big Ten - West
4,Mississippi State Bulldogs,278,South Carolina Gamecocks,267,,,,False,SEC - West,SEC - East
4,UTSA Roadrunners,147,Tennessee Volunteers,277,,,,False,American Athletic,SEC - East
4,UNLV Rebels,218,UTEP Miners,139,,,2023-09-25T01:00:00,False,Mountain West,Conference USA
4,Western Kentucky Hilltoppers,144,Troy Trojans,333,,,2023-09-24T23:00:00,False,Conference USA,Sun Belt - West
4,Ole Miss Rebels,274,Alabama Crimson Tide,275,,,,False,SEC - West,SEC - West
4,Florida Atlantic Owls,145,Illinois Fighting Illini,102,,,,False,American Athletic,Big Ten - West
4,Duke Blue Devils,26,UConn Huskies,3,,,2023-09-24T19:30:00,False,Atlantic Coast,FBS Independents
4,Eastern Michigan Eagles,187,Jacksonville State Gamecocks,238,,,2023-09-24T21:00:00,False,Mid-American - West,Conference USA
4,Charlotte 49ers,142,Florida Gators,271,,,2023-09-24T23:00:00,False,American Athletic,SEC - East
4,UAB Blazers,134,Georgia Bulldogs,272,,,,False,American Athletic,SEC - East
4,New Mexico State Aggies,344,Hawaii Rainbow Warriors,115,,,2023-09-25T03:59:00,False,Conference USA,Mountain West
4,Minnesota Golden Gophers,104,Northwestern Wildcats,100,,,,False,Big Ten - West,Big Ten - West
4,Akron Zips,177,Indiana Hoosiers,93,,,,False,Mid-American - East,Big Ten - East
4,Arkansas Razorbacks,276,LSU Tigers,269,,,,False,SEC - West,SEC - West
4,Liberty Flames,84,Florida International Panthers,140,,,2023-09-24T22:30:00,False,Conference USA,Conference USA
4,Ohio State Buckeyes,98,Notre Dame Fighting Irish,25,10.2,69.8,2023-09-24T23:30:00,False,Big Ten - East,FBS Independents
4,Arizona Wildcats,247,Stanford Cardinal,254,,,,False,Pac-12,Pac-12
4,Colorado Buffaloes,250,Oregon Ducks,245,,,,False,Pac-12,Pac-12
4,UCLA Bruins,253,Utah Utes,248,,,,False,Pac-12,Pac-12
4,California Golden Bears,251,Washington Huskies,249,,,,False,Pac-12,Pac-12
4,Oregon State Beavers,252,Washington State Cougars,256,,,,False,Pac-12,Pac-12
4,USC Trojans,246,Arizona State Sun Devils,255,18.4,69.8,,False,Pac-12,Pac-12
4,Georgia Tech Yellow Jackets,32,Wake Forest Demon Deacons,34,,,,False,Atlantic Coast,Atlantic Coast
4,Miami Hurricanes,23,Temple Owls,2,,,,False,Atlantic Coast,American Athletic
4,North Carolina Tar Heels,21,Pittsburgh Panthers,28,,,,False,Atlantic Coast,Atlantic Coast
4,Florida State Seminoles,29,Clemson Tigers,27,-3.8,,,False,Atlantic Coast,Atlantic Coast
4,NC State Wolfpack,33,Virginia Cavaliers,22,,,2023-09-23T23:30:00,False,Atlantic Coast,Atlantic Coast
4,Virginia Tech Hokies,31,Marshall Thundering Herd,136,,,,False,Atlantic Coast,Sun Belt - East
4,Boston College Eagles,35,Louisville Cardinals,24,,,,False,Atlantic Coast,Atlantic Coast
4,Oklahoma Sooners,105,Cincinnati Bearcats,4,,,,False,Big 12,Big 12
4,BYU Cougars,336,Kansas Jayhawks,106,,,,False,Big 12,Big 12
4,UCF Knights,8,Kansas State Wildcats,112,,,,False,Big 12,Big 12
4,Texas Longhorns,109,Baylor Bears,108,,,,False,Big 12,Big 12
4,SMU Mustangs,1,TCU Horned Frogs,114,,,,False,American Athletic,Big 12
4,Texas Tech Red Raiders,111,West Virginia Mountaineers,107,,,,False,Big 12,Big 12
4,Oklahoma State Cowboys,113,Iowa State Cyclones,110,,,,False,Big 12,Big 12
4,New Mexico Lobos,214,UMass Minutemen,55,,,,False,Mountain West,FBS Independents
4,Gardner-Webb Bulldogs,83,East Carolina Pirates,9,,,2023-09-24T22:00:00,False,,American Athletic
4,Tulsa Golden Hurricane,5,Northern Illinois Huskies,186,,,,False,American Athletic,Mid-American - West
4,Nicholls Colonels,302,Tulane Green Wave,10,,,,False,,American Athletic
4,Rice Owls,146,South Florida Bulls,11,,,,False,American Athletic,American Athletic
4,Southern Miss Golden Eagles,143,Arkansas State Red Wolves,327,,,,False,Sun Belt - West,Sun Belt - West
4,Georgia Southern Eagles,329,Ball State Cardinals,184,,,,False,Sun Belt - East,Mid-American - West
4,Appalachian State Mountaineers,331,Wyoming Cowboys,219,,,2023-09-24T23:00:00,False,Sun Belt - East,Mountain West
4,Texas A&M Commerce Lions,392,Old Dominion Monarchs,138,,,2023-09-24T19:30:00,False,,Sun Belt - East
4,Buffalo Bulls,179,Louisiana Ragin Cajuns,324,,,,False,Mid-American - East,Sun Belt - West
4,Georgia State Panthers,328,Coastal Carolina Chanticleers,81,,,2023-09-22T23:30:00,False,Sun Belt - East,Sun Belt - East
4,Nevada Wolf Pack,216,Texas State Bobcats,332,,,2023-09-24T23:00:00,False,Mountain West,Sun Belt - West
4,James Madison Dukes,126,Utah State Aggies,220,,,2023-09-25T00:00:00,False,Sun Belt - East,Mountain West
4,Central Michigan Chippewas,185,South Alabama Jaguars,330,,,,False,Mid-American - West,Sun Belt - West
4,Ohio Bobcats,180,Bowling Green Falcons,181,,,2023-09-24T19:30:00,False,Mid-American - East,Mid-American - East
4,Delaware State Hornets,201,Miami (OH) RedHawks,182,,,2023-09-24T19:30:00,False,,Mid-American - East
4,Western Michigan Broncos,188,Toledo Rockets,183,,,,False,Mid-American - West,Mid-American - West
4,Kent State Golden Flashes,178,Fresno State Bulldogs,213,,,2023-09-25T02:30:00,False,Mid-American - East,Mountain West
4,Boise State Broncos,215,San Diego State Aztecs,212,,,2023-09-24T02:30:00,False,Mountain West,Mountain West
4,Air Force Falcons,221,San Jose State Spartans,222,,,2023-09-24T02:30:00,False,Mountain West,Mountain West
5,Indiana Hoosiers,93,Maryland Terrapins,92,,,,False,Big Ten - East,Big Ten - East
5,Louisiana Ragin Cajuns,324,Minnesota Golden Gophers,104,,,2023-09-27T16:00:00,False,Sun Belt - West,Big Ten - West
5,LSU Tigers,269,Ole Miss Rebels,274,,,,False,SEC - West,SEC - West
5,Michigan Wolverines,95,Nebraska Cornhuskers,99,,,,False,Big Ten - East,Big Ten - West
5,Wagner Seahawks,223,Rutgers Scarlet Knights,103,,,,False,,Big Ten - East
5,Georgia Bulldogs,272,Auburn Tigers,279,,,,False,SEC - East,SEC - West
5,Michigan State Spartans,97,Iowa Hawkeyes,91,,,,False,Big Ten - East,Big Ten - West
5,Missouri Tigers,280,Vanderbilt Commodores,273,,,,False,SEC - East,SEC - East
5,Illinois Fighting Illini,102,Purdue Boilermakers,94,,,,False,Big Ten - West,Big Ten - West
5,South Carolina Gamecocks,267,Tennessee Volunteers,277,,,,False,SEC - East,SEC - East
5,Louisiana Tech Bulldogs,137,UTEP Miners,139,,,2023-09-27T01:00:00,False,Conference USA,Conference USA
5,Alabama Crimson Tide,275,Mississippi State Bulldogs,278,,,,False,SEC - West,SEC - West
5,Utah State Aggies,220,UConn Huskies,3,,,2023-09-27T16:00:00,False,Mountain West,FBS Independents
5,Penn State Nittany Lions,101,Northwestern Wildcats,100,,,,False,Big Ten - East,Big Ten - West
5,Texas A&M Aggies,270,Arkansas Razorbacks,276,,,,True,SEC - West,SEC - West
5,Florida Gators,271,Kentucky Wildcats,268,,,,False,SEC - East,SEC - East
5,Middle Tennessee Blue Raiders,135,Western Kentucky Hilltoppers,144,,,2023-09-25T23:30:00,False,Conference USA,Conference USA
5,Washington Huskies,249,Arizona Wildcats,247,,,,False,Pac-12,Pac-12
5,Utah Utes,248,Oregon State Beavers,252,,,2023-09-27T01:00:00,False,Pac-12,Pac-12
5,Oregon Ducks,245,Stanford Cardinal,254,,,,False,Pac-12,Pac-12
5,Arizona State Sun Devils,255,California Golden Bears,251,,,,False,Pac-12,Pac-12
5,USC Trojans,246,Colorado Buffaloes,250,,,,False,Pac-12,Pac-12
5,Notre Dame Fighting Irish,25,Duke Blue Devils,26,,,,False,FBS Independents,Atlantic Coast
5,Virginia Cavaliers,22,Boston College Eagles,35,,,,False,Atlantic Coast,Atlantic Coast
5,Louisville Cardinals,24,NC State Wolfpack,33,,,2023-09-26T23:00:00,False,Atlantic Coast,Atlantic Coast
5,Clemson Tigers,27,Syracuse Orange,30,,,,False,Atlantic Coast,Atlantic Coast
5,Pittsburgh Panthers,28,Virginia Tech Hokies,31,,,,False,Atlantic Coast,Atlantic Coast
5,Bowling Green Falcons,181,Georgia Tech Yellow Jackets,32,,,,False,Mid-American - East,Atlantic Coast
5,Iowa State Cyclones,110,Oklahoma Sooners,105,,,,False,Big 12,Big 12
5,Baylor Bears,108,UCF Knights,8,,,,False,Big 12,Big 12
5,Kansas Jayhawks,106,Texas Longhorns,109,-11.1,,,False,Big 12,Big 12
5,Cincinnati Bearcats,4,BYU Cougars,336,,,2023-09-27T02:15:00,False,Big 12,Big 12
5,West Virginia Mountaineers,107,TCU Horned Frogs,114,,,,False,Big 12,Big 12
5,Houston Cougars,6,Texas Tech Red Raiders,111,,,,False,Big 12,Big 12
5,Arkansas State Red Wolves,327,UMass Minutemen,55,,,,False,Sun Belt - West,FBS Independents
5,Temple Owls,2,Tulsa Golden Hurricane,5,,,2023-09-25T23:30:00,False,American Athletic,American Athletic
5,Boise State Broncos,215,Memphis Tigers,7,,,,False,Mountain West,American Athletic
5,East Carolina Pirates,9,Rice Owls,146,,,,False,American Athletic,American Athletic
5,South Florida Bulls,11,Navy Midshipmen,258,,,2023-09-27T19:30:00,False,American Athletic,American Athletic
5,Abilene Christian Wildcats,296,North Texas Mean Green,141,,,,False,,American Athletic
5,Charlotte 49ers,142,SMU Mustangs,1,,,,False,American Athletic,American Athletic
5,UAB Blazers,134,Tulane Green Wave,10,,,,False,American Athletic,American Athletic
5,Troy Trojans,333,Georgia State Panthers,328,,,,False,Sun Belt - West,Sun Belt - East
5,Appalachian State Mountaineers,331,UL Monroe Warhawks,326,,,,False,Sun Belt - East,Sun Belt - West
5,South Alabama Jaguars,330,James Madison Dukes,126,,,,False,Sun Belt - West,Sun Belt - East
5,Texas State Bobcats,332,Southern Miss Golden Eagles,143,,,,False,Sun Belt - West,Sun Belt - West
5,Old Dominion Monarchs,138,Marshall Thundering Herd,136,,,,False,Sun Belt - East,Sun Belt - East
5,Coastal Carolina Chanticleers,81,Georgia Southern Eagles,329,,,2023-09-27T22:00:00,False,Sun Belt - East,Sun Belt - East
5,Buffalo Bulls,179,Akron Zips,177,,,,False,Mid-American - East,Mid-American - East
5,Eastern Michigan Eagles,187,Central Michigan Chippewas,185,,,,False,Mid-American - West,Mid-American - West
5,Miami (OH) RedHawks,182,Kent State Golden Flashes,178,,,,False,Mid-American - East,Mid-American - East
5,Northern Illinois Huskies,186,Toledo Rockets,183,,,2023-09-27T19:30:00,False,Mid-American - West,Mid-American - West
5,Ball State Cardinals,184,Western Michigan Broncos,188,,,,False,Mid-American - West,Mid-American - West
5,San Diego State Aztecs,212,Air Force Falcons,221,,,2023-09-28T00:00:00,False,Mountain West,Mountain West
5,Hawaii Rainbow Warriors,115,UNLV Rebels,218,,,2023-09-27T20:00:00,False,Mountain West,Mountain West
5,New Mexico Lobos,214,Wyoming Cowboys,219,,,2023-09-27T20:00:00,False,Mountain West,Mountain West
5,Nevada Wolf Pack,216,Fresno State Bulldogs,213,,,,False,Mountain West,Mountain West
5,Utah Tech Trailblazers,750,Colorado State Rams,217,,,2023-09-27T23:00:00,False,,Mountain West
5,Jacksonville State Gamecocks,238,Sam Houston Bearkats,295,,,2023-09-26T00:00:00,False,Conference USA,Conference USA
6,Michigan Wolverines,95,Minnesota Golden Gophers,104,,,,False,Big Ten - East,Big Ten - West
6,LSU Tigers,269,Missouri Tigers,280,,,,False,SEC - West,SEC - East
6,Arkansas Razorbacks,276,Ole Miss Rebels,274,,,,False,SEC - West,SEC - West
6,Florida International Panthers,140,New Mexico State Aggies,344,,,2023-10-07T01:00:00,False,Conference USA,Conference USA
6,Maryland Terrapins,92,Ohio State Buckeyes,98,,,,False,Big Ten - East,Big Ten - East
6,Purdue Boilermakers,94,Iowa Hawkeyes,91,,,,False,Big Ten - West,Big Ten - West
6,Sam Houston Bearkats,295,Liberty Flames,84,,,2023-10-07T23:00:00,False,Conference USA,Conference USA
6,Western Kentucky Hilltoppers,144,Louisiana Tech Bulldogs,137,,,2023-10-08T00:00:00,False,Conference USA,Conference USA
6,Jacksonville State Gamecocks,238,Middle Tennessee Blue Raiders,135,,,2023-10-07T00:00:00,False,Conference USA,Conference USA
6,UConn Huskies,3,Rice Owls,146,,,,False,FBS Independents,American Athletic
6,Alabama Crimson Tide,275,Texas A&M Aggies,270,10.0,,,False,SEC - West,SEC - West
6,Rutgers Scarlet Knights,103,Wisconsin Badgers,96,,,,False,Big Ten - East,Big Ten - West
6,Western Michigan Broncos,188,Mississippi State Bulldogs,278,,,,False,Mid-American - West,SEC - West
6,Boston College Eagles,35,Army Black Knights,263,,,2023-10-09T16:00:00,False,Atlantic Coast,FBS Independents
6,Nebraska Cornhuskers,99,Illinois Fighting Illini,102,,,2023-10-09T00:00:00,False,Big Ten - West,Big Ten - West
6,Vanderbilt Commodores,273,Florida Gators,271,,,,False,SEC - East,SEC - East
6,Kentucky Wildcats,268,Georgia Bulldogs,272,-32.1,,,False,SEC - East,SEC - East
6,Howard Bison,195,Northwestern Wildcats,100,,,2023-10-09T19:00:00,False,,Big Ten - West
6,Oregon State Beavers,252,California Golden Bears,251,,,,False,Pac-12,Pac-12
6,Washington State Cougars,256,UCLA Bruins,253,,,,False,Pac-12,Pac-12
6,Arizona Wildcats,247,USC Trojans,246,,,,False,Pac-12,Pac-12
6,Colorado Buffaloes,250,Arizona State Sun Devils,255,,,,False,Pac-12,Pac-12
6,Notre Dame Fighting Irish,25,Louisville Cardinals,24,,,,False,FBS Independents,Atlantic Coast
6,Marshall Thundering Herd,136,NC State Wolfpack,33,,,,False,Sun Belt - East,Atlantic Coast
6,Syracuse Orange,30,North Carolina Tar Heels,21,,,,False,Atlantic Coast,Atlantic Coast
6,Wake Forest Demon Deacons,34,Clemson Tigers,27,,,,False,Atlantic Coast,Atlantic Coast
6,Georgia Tech Yellow Jackets,32,Miami Hurricanes,23,,,,False,Atlantic Coast,Atlantic Coast
6,William & Mary Tribe,125,Virginia Cavaliers,22,,,,False,,Atlantic Coast
6,Virginia Tech Hokies,31,Florida State Seminoles,29,,,,False,Atlantic Coast,Atlantic Coast
6,Kansas State Wildcats,112,Oklahoma State Cowboys,113,,,2023-10-08T23:30:00,False,Big 12,Big 12
6,Texas Longhorns,109,Oklahoma Sooners,105,11.6,,,True,Big 12,Big 12
6,UCF Knights,8,Kansas Jayhawks,106,,,,False,Big 12,Big 12
6,Texas Tech Red Raiders,111,Baylor Bears,108,,,,False,Big 12,Big 12
