Week,AwayTeamName,AwayTeamID,HomeTeamName,HomeTeamID,PointSpread,OverUnder,DateTimeUTC,NeutralVenue,Conference_away,Conference_home
6,TCU Horned Frogs,114,Iowa State Cyclones,110,,,,False,Big 12,Big 12
6,Toledo Rockets,183,UMass Minutemen,55,,,,False,Mid-American - West,FBS Independents
6,UTSA Roadrunners,147,Temple Owls,2,,,,False,American Athletic,American Athletic
6,Tulsa Golden Hurricane,5,Florida Atlantic Owls,145,,,,False,American Athletic,American Athletic
6,North Texas Mean Green,141,Navy Midshipmen,258,,,2023-10-09T19:30:00,False,American Athletic,American Athletic
6,South Florida Bulls,11,UAB Blazers,134,,,,False,American Athletic,American Athletic
6,South Alabama Jaguars,330,UL Monroe Warhawks,326,,,,False,Sun Belt - West,Sun Belt - West
6,Old Dominion Monarchs,138,Southern Miss Golden Eagles,143,,,,False,Sun Belt - East,Sun Belt - West
6,Arkansas State Red Wolves,327,Troy Trojans,333,,,,False,Sun Belt - West,Sun Belt - West
6,Texas State Bobcats,332,Louisiana Ragin Cajuns,324,,,,False,Sun Belt - West,Sun Belt - West
6,Bowling Green Falcons,181,Miami (OH) RedHawks,182,,,2023-10-09T19:30:00,False,Mid-American - East,Mid-American - East
6,Kent State Golden Flashes,178,Ohio Bobcats,180,,,2023-10-09T19:30:00,False,Mid-American - East,Mid-American - East
6,Northern Illinois Huskies,186,Akron Zips,177,,,2023-10-09T19:30:00,False,Mid-American - West,Mid-American - East
6,Central Michigan Chippewas,185,Buffalo Bulls,179,,,,False,Mid-American - West,Mid-American - East
6,Ball State Cardinals,184,Eastern Michigan Eagles,187,,,,False,Mid-American - West,Mid-American - West
6,Fresno State Bulldogs,213,Wyoming Cowboys,219,,,,False,Mountain West,Mountain West
6,Colorado State Rams,217,Utah State Aggies,220,,,,False,Mountain West,Mountain West
6,San Jose State Spartans,222,Boise State Broncos,215,,,2023-10-10T00:00:00,False,Mountain West,Mountain West
7,Illinois Fighting Illini,102,Maryland Terrapins,92,,,,False,Big Ten - West,Big Ten - East
7,Indiana Hoosiers,93,Michigan Wolverines,95,,,,False,Big Ten - East,Big Ten - East
7,Michigan State Spartans,97,Rutgers Scarlet Knights,103,,,2023-10-11T16:00:00,False,Big Ten - East,Big Ten - East
7,Sam Houston Bearkats,295,New Mexico State Aggies,344,,,2023-10-09T01:00:00,False,Conference USA,Conference USA
7,UMass Minutemen,55,Penn State Nittany Lions,101,,,2023-10-11T19:30:00,False,FBS Independents,Big Ten - East
7,UTEP Miners,139,Florida International Panthers,140,,,2023-10-08T23:30:00,False,Conference USA,Conference USA
7,Georgia Bulldogs,272,Vanderbilt Commodores,273,,,,False,SEC - East,SEC - East
7,Louisiana Tech Bulldogs,137,Middle Tennessee Blue Raiders,135,,,2023-10-07T23:00:00,False,Conference USA,Conference USA
7,Ohio State Buckeyes,98,Purdue Boilermakers,94,,,,False,Big Ten - East,Big Ten - West
7,Florida Gators,271,South Carolina Gamecocks,267,,,,False,SEC - East,SEC - East
7,Texas A&M Aggies,270,Tennessee Volunteers,277,,,,False,SEC - West,SEC - East
7,Iowa Hawkeyes,91,Wisconsin Badgers,96,,,,False,Big Ten - West,Big Ten - West
7,Arkansas Razorbacks,276,Alabama Crimson Tide,275,,,,False,SEC - West,SEC - West
7,Troy Trojans,333,Army Black Knights,263,,,2023-10-11T19:30:00,False,Sun Belt - West,FBS Independents
7,Liberty Flames,84,Jacksonville State Gamecocks,238,,,2023-10-07T23:30:00,False,Conference USA,Conference USA
7,Missouri Tigers,280,Kentucky Wildcats,268,,,,False,SEC - East,SEC - East
7,Auburn Tigers,279,LSU Tigers,269,,,,False,SEC - West,SEC - West
7,Arizona Wildcats,247,Washington State Cougars,256,,,,False,Pac-12,Pac-12
7,UCLA Bruins,253,Oregon State Beavers,252,,,,False,Pac-12,Pac-12
7,California Golden Bears,251,Utah Utes,248,,,,False,Pac-12,Pac-12
7,Oregon Ducks,245,Washington Huskies,249,,,,False,Pac-12,Pac-12
7,Stanford Cardinal,254,Colorado Buffaloes,250,,,2023-10-11T02:00:00,False,Pac-12,Pac-12
7,USC Trojans,246,Notre Dame Fighting Irish,25,1.0,,2023-10-11T23:30:00,False,Pac-12,FBS Independents
7,NC State Wolfpack,33,Duke Blue Devils,26,,,,False,Atlantic Coast,Atlantic Coast
7,Miami Hurricanes,23,North Carolina Tar Heels,21,,,,False,Atlantic Coast,Atlantic Coast
7,Louisville Cardinals,24,Pittsburgh Panthers,28,,,,False,Atlantic Coast,Atlantic Coast
7,Wake Forest Demon Deacons,34,Virginia Tech Hokies,31,,,,False,Atlantic Coast,Atlantic Coast
7,Syracuse Orange,30,Florida State Seminoles,29,,,,False,Atlantic Coast,Atlantic Coast
7,Kansas Jayhawks,106,Oklahoma State Cowboys,113,,,,False,Big 12,Big 12
7,Iowa State Cyclones,110,Cincinnati Bearcats,4,,,,False,Big 12,Big 12
7,West Virginia Mountaineers,107,Houston Cougars,6,,,2023-10-09T23:00:00,False,Big 12,Big 12
7,BYU Cougars,336,TCU Horned Frogs,114,,,,False,Big 12,Big 12
7,Kansas State Wildcats,112,Texas Tech Red Raiders,111,,,,False,Big 12,Big 12
7,SMU Mustangs,1,East Carolina Pirates,9,,,2023-10-09T23:30:00,False,American Athletic,American Athletic
7,Tulane Green Wave,10,Memphis Tigers,7,,,2023-10-10T23:00:00,False,American Athletic,American Athletic
7,Navy Midshipmen,258,Charlotte 49ers,142,,,,False,American Athletic,American Athletic
7,Temple Owls,2,North Texas Mean Green,141,,,,False,American Athletic,American Athletic
7,UAB Blazers,134,UTSA Roadrunners,147,,,,False,American Athletic,American Athletic
7,Florida Atlantic Owls,145,South Florida Bulls,11,,,,False,American Athletic,American Athletic
7,Coastal Carolina Chanticleers,81,Appalachian State Mountaineers,331,,,2023-10-07T23:30:00,False,Sun Belt - East,Sun Belt - East
7,Marshall Thundering Herd,136,Georgia State Panthers,328,,,,False,Sun Belt - East,Sun Belt - East
7,Georgia Southern Eagles,329,James Madison Dukes,126,,,,False,Sun Belt - East,Sun Belt - East
7,UL Monroe Warhawks,326,Texas State Bobcats,332,,,,False,Sun Belt - West,Sun Belt - West
7,Toledo Rockets,183,Ball State Cardinals,184,,,,False,Mid-American - West,Mid-American - West
7,Bowling Green Falcons,181,Buffalo Bulls,179,,,2023-10-11T19:30:00,False,Mid-American - East,Mid-American - East
7,Akron Zips,177,Central Michigan Chippewas,185,,,2023-10-11T19:30:00,False,Mid-American - East,Mid-American - West
7,Kent State Golden Flashes,178,Eastern Michigan Eagles,187,,,,False,Mid-American - East,Mid-American - West
7,Ohio Bobcats,180,Northern Illinois Huskies,186,,,2023-10-11T19:30:00,False,Mid-American - East,Mid-American - West
7,Miami (OH) RedHawks,182,Western Michigan Broncos,188,,,2023-10-11T19:30:00,False,Mid-American - East,Mid-American - West
7,San Jose State Spartans,222,New Mexico Lobos,214,,,,False,Mountain West,Mountain West
7,Wyoming Cowboys,219,Air Force Falcons,221,,,2023-10-11T23:00:00,False,Mountain West,Mountain West
7,UNLV Rebels,218,Nevada Wolf Pack,216,,,2023-10-11T21:00:00,False,Mountain West,Mountain West
7,Fresno State Bulldogs,213,Utah State Aggies,220,,,2023-10-11T00:00:00,False,Mountain West,Mountain West
7,Boise State Broncos,215,Colorado State Rams,217,,,,False,Mountain West,Mountain West
7,San Diego State Aztecs,212,Hawaii Rainbow Warriors,115,,,2023-10-12T03:00:00,False,Mountain West,Mountain West
8,Michigan Wolverines,95,Michigan State Spartans,97,22.2,,,False,Big Ten - East,Big Ten - East
8,South Carolina Gamecocks,267,Missouri Tigers,280,,,,False,SEC - East,SEC - East
8,Northwestern Wildcats,100,Nebraska Cornhuskers,99,,,,False,Big Ten - West,Big Ten - West
8,Penn State Nittany Lions,101,Ohio State Buckeyes,98,-11.4,,,False,Big Ten - East,Big Ten - East
8,Ole Miss Rebels,274,Auburn Tigers,279,,,,False,SEC - West,SEC - West
8,Minnesota Golden Gophers,104,Iowa Hawkeyes,91,,,,False,Big Ten - West,Big Ten - West
8,Middle Tennessee Blue Raiders,135,Liberty Flames,84,,,2023-10-17T23:00:00,False,Conference USA,Conference USA
8,Florida International Panthers,140,Sam Houston Bearkats,295,,,2023-10-18T23:00:00,False,Conference USA,Conference USA
8,New Mexico State Aggies,344,UTEP Miners,139,,,2023-10-19T01:00:00,False,Conference USA,Conference USA
8,Tennessee Volunteers,277,Alabama Crimson Tide,275,-10.8,,,False,SEC - East,SEC - West
8,Wisconsin Badgers,96,Illinois Fighting Illini,102,,,,False,Big Ten - West,Big Ten - West
8,South Florida Bulls,11,UConn Huskies,3,,,2023-10-21T19:30:00,False,American Athletic,FBS Independents
8,Western Kentucky Hilltoppers,144,Jacksonville State Gamecocks,238,,,2023-10-17T23:30:00,False,Conference USA,Conference USA
8,Mississippi State Bulldogs,278,Arkansas Razorbacks,276,,,,False,SEC - West,SEC - West
8,Rutgers Scarlet Knights,103,Indiana Hoosiers,93,,,2023-10-21T16:00:00,False,Big Ten - East,Big Ten - East
8,Army Black Knights,263,LSU Tigers,269,,,,False,FBS Independents,SEC - West
8,UCLA Bruins,253,Stanford Cardinal,254,,,,False,Pac-12,Pac-12
8,Washington State Cougars,256,Oregon Ducks,245,,,,False,Pac-12,Pac-12
8,Arizona State Sun Devils,255,Washington Huskies,249,,,,False,Pac-12,Pac-12
8,Utah Utes,248,USC Trojans,246,,,,False,Pac-12,Pac-12
8,Virginia Cavaliers,22,North Carolina Tar Heels,21,,,,False,Atlantic Coast,Atlantic Coast
8,Pittsburgh Panthers,28,Wake Forest Demon Deacons,34,,,,False,Atlantic Coast,Atlantic Coast
8,Clemson Tigers,27,Miami Hurricanes,23,,,,False,Atlantic Coast,Atlantic Coast
8,Duke Blue Devils,26,Florida State Seminoles,29,,,,False,Atlantic Coast,Atlantic Coast
8,Boston College Eagles,35,Georgia Tech Yellow Jackets,32,,,,False,Atlantic Coast,Atlantic Coast
8,UCF Knights,8,Oklahoma Sooners,105,,,,False,Big 12,Big 12
8,Baylor Bears,108,Cincinnati Bearcats,4,,,,False,Big 12,Big 12
8,TCU Horned Frogs,114,Kansas State Wildcats,112,,,,False,Big 12,Big 12
8,Texas Longhorns,109,Houston Cougars,6,,,,False,Big 12,Big 12
8,Texas Tech Red Raiders,111,BYU Cougars,336,,,,False,Big 12,Big 12
8,Oklahoma State Cowboys,113,West Virginia Mountaineers,107,,,,False,Big 12,Big 12
8,Charlotte 49ers,142,East Carolina Pirates,9,,,,False,American Athletic,American Athletic
8,Rice Owls,146,Tulsa Golden Hurricane,5,,,2023-10-19T23:00:00,False,American Athletic,American Athletic
8,SMU Mustangs,1,Temple Owls,2,,,2023-10-20T23:00:00,False,American Athletic,American Athletic
8,UTSA Roadrunners,147,Florida Atlantic Owls,145,,,,False,American Athletic,American Athletic
8,Air Force Falcons,221,Navy Midshipmen,258,,,2023-10-21T16:00:00,False,Mountain West,American Athletic
8,North Texas Mean Green,141,Tulane Green Wave,10,,,,False,American Athletic,American Athletic
8,Memphis Tigers,7,UAB Blazers,134,,,,False,American Athletic,American Athletic
8,Coastal Carolina Chanticleers,81,Arkansas State Red Wolves,327,,,,False,Sun Belt - East,Sun Belt - West
8,James Madison Dukes,126,Marshall Thundering Herd,136,,,2023-10-19T23:00:00,False,Sun Belt - East,Sun Belt - East
8,UL Monroe Warhawks,326,Georgia Southern Eagles,329,,,,False,Sun Belt - West,Sun Belt - East
8,Appalachian State Mountaineers,331,Old Dominion Monarchs,138,,,,False,Sun Belt - East,Sun Belt - East
8,Georgia State Panthers,328,Louisiana Ragin Cajuns,324,,,,False,Sun Belt - East,Sun Belt - West
8,Southern Miss Golden Eagles,143,South Alabama Jaguars,330,,,2023-10-17T23:30:00,False,Sun Belt - West,Sun Belt - West
8,Akron Zips,177,Bowling Green Falcons,181,,,,False,Mid-American - East,Mid-American - East
8,Toledo Rockets,183,Miami (OH) RedHawks,182,,,,False,Mid-American - West,Mid-American - East
8,Western Michigan Broncos,188,Ohio Bobcats,180,,,,False,Mid-American - West,Mid-American - East
8,Central Michigan Chippewas,185,Ball State Cardinals,184,,,,False,Mid-American - West,Mid-American - West
8,Buffalo Bulls,179,Kent State Golden Flashes,178,,,2023-10-21T19:30:00,False,Mid-American - East,Mid-American - East
8,Eastern Michigan Eagles,187,Northern Illinois Huskies,186,,,,False,Mid-American - West,Mid-American - West
8,Hawaii Rainbow Warriors,115,New Mexico Lobos,214,,,,False,Mountain West,Mountain West
8,Nevada Wolf Pack,216,San Diego State Aztecs,212,,,,False,Mountain West,Mountain West
8,Utah State Aggies,220,San Jose State Spartans,222,,,2023-10-21T23:00:00,False,Mountain West,Mountain West
8,Colorado State Rams,217,UNLV Rebels,218,,,2023-10-21T23:00:00,False,Mountain West,Mountain West
9,UConn Huskies,3,Boston College Eagles,35,,,,False,FBS Independents,Atlantic Coast
9,Michigan State Spartans,97,Minnesota Golden Gophers,104,,,,False,Big Ten - East,Big Ten - West
9,Vanderbilt Commodores,273,Ole Miss Rebels,274,,,,False,SEC - East,SEC - West
9,Purdue Boilermakers,94,Nebraska Cornhuskers,99,,,,False,Big Ten - West,Big Ten - West
9,Mississippi State Bulldogs,278,Auburn Tigers,279,,,,False,SEC - West,SEC - West
9,Indiana Hoosiers,93,Penn State Nittany Lions,101,,,,False,Big Ten - East,Big Ten - East
9,Jacksonville State Gamecocks,238,Florida International Panthers,140,,,2023-10-21T23:00:00,False,Conference USA,Conference USA
9,New Mexico State Aggies,344,Louisiana Tech Bulldogs,137,,,2023-10-20T23:00:00,False,Conference USA,Conference USA
9,South Carolina Gamecocks,267,Texas A&M Aggies,270,,,,False,SEC - East,SEC - West
9,UTEP Miners,139,Sam Houston Bearkats,295,,,2023-10-22T00:00:00,False,Conference USA,Conference USA
9,Ohio State Buckeyes,98,Wisconsin Badgers,96,,,,False,Big Ten - East,Big Ten - West
9,UMass Minutemen,55,Army Black Knights,263,,,2023-10-24T16:00:00,False,FBS Independents,FBS Independents
9,Georgia Bulldogs,272,Florida Gators,271,3.6,25.1,2023-10-24T19:30:00,True,SEC - East,SEC - East
9,Maryland Terrapins,92,Northwestern Wildcats,100,,,,False,Big Ten - East,Big Ten - West
9,Tennessee Volunteers,277,Kentucky Wildcats,268,,,,False,SEC - East,SEC - East
9,Liberty Flames,84,Western Kentucky Hilltoppers,144,,,2023-10-20T23:30:00,False,Conference USA,Conference USA
9,Oregon State Beavers,252,Arizona Wildcats,247,,,,False,Pac-12,Pac-12
9,Washington Huskies,249,Stanford Cardinal,254,,,,False,Pac-12,Pac-12
9,USC Trojans,246,California Golden Bears,251,,,,False,Pac-12,Pac-12
9,Oregon Ducks,245,Utah Utes,248,,,,False,Pac-12,Pac-12
9,Colorado Buffaloes,250,UCLA Bruins,253,,,,False,Pac-12,Pac-12
9,Washington State Cougars,256,Arizona State Sun Devils,255,,,,False,Pac-12,Pac-12
9,Pittsburgh Panthers,28,Notre Dame Fighting Irish,25,,,2023-10-24T19:30:00,False,Atlantic Coast,FBS Independents
9,Clemson Tigers,27,NC State Wolfpack,33,,,,False,Atlantic Coast,Atlantic Coast
9,Florida State Seminoles,29,Wake Forest Demon Deacons,34,,,,False,Atlantic Coast,Atlantic Coast
9,Virginia Cavaliers,22,Miami Hurricanes,23,,,,False,Atlantic Coast,Atlantic Coast
9,Syracuse Orange,30,Virginia Tech Hokies,31,,,2023-10-22T23:30:00,False,Atlantic Coast,Atlantic Coast
9,North Carolina Tar Heels,21,Georgia Tech Yellow Jackets,32,,,,False,Atlantic Coast,Atlantic Coast
9,Duke Blue Devils,26,Louisville Cardinals,24,,,,False,Atlantic Coast,Atlantic Coast
9,Cincinnati Bearcats,4,Oklahoma State Cowboys,113,,,,False,Big 12,Big 12
9,West Virginia Mountaineers,107,UCF Knights,8,,,,False,Big 12,Big 12
9,Oklahoma Sooners,105,Kansas Jayhawks,106,,,,False,Big 12,Big 12
9,Houston Cougars,6,Kansas State Wildcats,112,,,,False,Big 12,Big 12
9,Iowa State Cyclones,110,Baylor Bears,108,,,,False,Big 12,Big 12
9,BYU Cougars,336,Texas Longhorns,109,,,,False,Big 12,Big 12
9,Tulane Green Wave,10,Rice Owls,146,,,,False,American Athletic,American Athletic
9,Florida Atlantic Owls,145,Charlotte 49ers,142,,,2023-10-23T23:30:00,False,American Athletic,American Athletic
9,Memphis Tigers,7,North Texas Mean Green,141,,,,False,American Athletic,American Athletic
9,Tulsa Golden Hurricane,5,SMU Mustangs,1,,,,False,American Athletic,American Athletic
9,East Carolina Pirates,9,UTSA Roadrunners,147,,,,False,American Athletic,American Athletic
9,Southern Miss Golden Eagles,143,Appalachian State Mountaineers,331,,,,False,Sun Belt - West,Sun Belt - East
9,Arkansas State Red Wolves,327,UL Monroe Warhawks,326,,,,False,Sun Belt - West,Sun Belt - West
9,Old Dominion Monarchs,138,James Madison Dukes,126,,,,False,Sun Belt - East,Sun Belt - East
9,Marshall Thundering Herd,136,Coastal Carolina Chanticleers,81,,,,False,Sun Belt - East,Sun Belt - East
9,Troy Trojans,333,Texas State Bobcats,332,,,,False,Sun Belt - West,Sun Belt - West
9,Louisiana Ragin Cajuns,324,South Alabama Jaguars,330,,,,False,Sun Belt - West,Sun Belt - West
9,Georgia State Panthers,328,Georgia Southern Eagles,329,,,2023-10-22T23:30:00,False,Sun Belt - East,Sun Belt - East
9,Miami (OH) RedHawks,182,Ohio Bobcats,180,,,,False,Mid-American - East,Mid-American - East
9,Western Michigan Broncos,188,Eastern Michigan Eagles,187,,,,False,Mid-American - West,Mid-American - West
9,New Mexico Lobos,214,Nevada Wolf Pack,216,,,2023-10-25T02:30:00,False,Mountain West,Mountain West
9,UNLV Rebels,218,Fresno State Bulldogs,213,,,,False,Mountain West,Mountain West
9,Air Force Falcons,221,Colorado State Rams,217,,,2023-10-24T23:00:00,False,Mountain West,Mountain West
9,San Jose State Spartans,222,Hawaii Rainbow Warriors,115,,,,False,Mountain West,Mountain West
9,Wyoming Cowboys,219,Boise State Broncos,215,,,,False,Mountain West,Mountain West
10,Penn State Nittany Lions,101,Maryland Terrapins,92,,,,False,Big Ten - East,Big Ten - East
10,Nebraska Cornhuskers,99,Michigan State Spartans,97,,,,False,Big Ten - West,Big Ten - East
10,Purdue Boilermakers,94,Michigan Wolverines,95,,,,False,Big Ten - West,Big Ten - East
10,Illinois Fighting Illini,102,Minnesota Golden Gophers,104,,,,False,Big Ten - West,Big Ten - West
10,Texas A&M Aggies,270,Ole Miss Rebels,274,,,,False,SEC - West,SEC - West
10,Ohio State Buckeyes,98,Rutgers Scarlet Knights,103,,,,False,Big Ten - East,Big Ten - East
10,Middle Tennessee Blue Raiders,135,New Mexico State Aggies,344,,,2023-11-02T22:00:00,False,Conference USA,Conference USA
10,Army Black Knights,263,Air Force Falcons,221,,,2023-11-02T18:30:00,True,FBS Independents,Mountain West
10,Louisiana Tech Bulldogs,137,Liberty Flames,84,,,2023-11-02T22:00:00,False,Conference USA,Conference USA
10,Auburn Tigers,279,Vanderbilt Commodores,273,,,,False,SEC - West,SEC - East
10,Jacksonville State Gamecocks,238,South Carolina Gamecocks,267,,,,False,Conference USA,SEC - East
10,UConn Huskies,3,Tennessee Volunteers,277,,,,False,FBS Independents,SEC - East
10,Western Kentucky Hilltoppers,144,UTEP Miners,139,,,2023-11-03T01:00:00,False,Conference USA,Conference USA
10,LSU Tigers,269,Alabama Crimson Tide,275,-5.2,,,False,SEC - West,SEC - West
10,Kentucky Wildcats,268,Mississippi State Bulldogs,278,,,,False,SEC - East,SEC - West
10,Arkansas Razorbacks,276,Florida Gators,271,,,,False,SEC - West,SEC - East
10,Missouri Tigers,280,Georgia Bulldogs,272,,,,False,SEC - East,SEC - East
10,Iowa Hawkeyes,91,Northwestern Wildcats,100,,,,True,Big Ten - West,Big Ten - West
10,Wisconsin Badgers,96,Indiana Hoosiers,93,,,,False,Big Ten - West,Big Ten - East
10,Merrimack College Warriors,817,UMass Minutemen,55,,,,False,,FBS Independents
10,UCLA Bruins,253,Arizona Wildcats,247,,,,False,Pac-12,Pac-12
10,California Golden Bears,251,Oregon Ducks,245,,,,False,Pac-12,Pac-12
10,Arizona State Sun Devils,255,Utah Utes,248,,,,False,Pac-12,Pac-12
10,Stanford Cardinal,254,Washington State Cougars,256,,,,False,Pac-12,Pac-12
10,Washington Huskies,249,USC Trojans,246,,,,False,Pac-12,Pac-12
10,Oregon State Beavers,252,Colorado Buffaloes,250,,,,False,Pac-12,Pac-12
10,Notre Dame Fighting Irish,25,Clemson Tigers,27,,,,False,FBS Independents,Atlantic Coast
10,Wake Forest Demon Deacons,34,Duke Blue Devils,26,,,2023-10-31T23:30:00,False,Atlantic Coast,Atlantic Coast
10,Miami Hurricanes,23,NC State Wolfpack,33,,,,False,Atlantic Coast,Atlantic Coast
10,Campbell Fighting Camels,90,North Carolina Tar Heels,21,,,,False,,Atlantic Coast
10,Boston College Eagles,35,Syracuse Orange,30,,,2023-11-01T23:30:00,False,Atlantic Coast,Atlantic Coast
10,Florida State Seminoles,29,Pittsburgh Panthers,28,,,,False,Atlantic Coast,Atlantic Coast
10,Georgia Tech Yellow Jackets,32,Virginia Cavaliers,22,,,,False,Atlantic Coast,Atlantic Coast
10,Virginia Tech Hokies,31,Louisville Cardinals,24,,,,False,Atlantic Coast,Atlantic Coast
10,Oklahoma Sooners,105,Oklahoma State Cowboys,113,,,,False,Big 12,Big 12
10,UCF Knights,8,Cincinnati Bearcats,4,,,,False,Big 12,Big 12
10,Houston Cougars,6,Baylor Bears,108,,,,False,Big 12,Big 12
10,Kansas State Wildcats,112,Texas Longhorns,109,,,,False,Big 12,Big 12
10,TCU Horned Frogs,114,Texas Tech Red Raiders,111,,,2023-10-31T23:00:00,False,Big 12,Big 12
10,BYU Cougars,336,West Virginia Mountaineers,107,,,,False,Big 12,Big 12
10,Kansas Jayhawks,106,Iowa State Cyclones,110,,,,False,Big 12,Big 12
10,Charlotte 49ers,142,Tulsa Golden Hurricane,5,,,,False,American Athletic,American Athletic
